metal,oxidation_state,x,formula,delta_G_min,delta_G_norm_min,alpha_opt,beta_opt,gamma_opt,nu_LPSC_doped,nu_H2O,nu_LiCl,nu_LiF,nu_Li3PO4,nu_H2S,nu_LiOH,nu_MCl_n,nu_MF_n,nu_MOH_n,nu_MO_n_over_2,mu_LPSC_doped,mu_H2O,mu_LiCl,mu_LiF,mu_Li3PO4,mu_H2S,mu_LiOH,mu_MCl_n,mu_MF_n,mu_MOH_n,mu_MO_n_over_2,contrib_LPSC_doped,contrib_H2O,contrib_LiCl,contrib_LiF,contrib_Li3PO4,contrib_H2S,contrib_LiOH,contrib_MCl_n,contrib_MF_n,contrib_MOH_n,contrib_MO_n_over_2
Am,2,0.07,Li621Am7P93S500Cl86F14,-7.406617002,-1.179397612,-0.14,0,0,-1,-6.28,0.86,0,0.93,5,2.56,0,0.07,0,0,-18.39991754,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.39991754,15.99399757,-3.444846325,0,-20.45381996,-3.517040429,-13.55170532,0,-0.83312007,0,0
Am,3,0.07,Li614Am7P93S500Cl79F21,-7.329063181,-1.186892823,-0.21,0.21,0,-1,-6.175,0.79,0.21,0.93,5,2.35,-1.39E-17,1.39E-17,0,0.07,-18.41652749,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.41652749,15.726582,-3.164451857,-1.32065546,-20.45381996,-3.517040429,-12.440042,1.33E-16,-2.25E-16,0,-0.57616297
Am,4,0.07,Li607Am7P93S500Cl72F28,-7.26474767,-1.18318366,-0.28,0.28,0,-1,-6.14,0.72,0.28,0.93,5,2.28,0,0,0,0.07,-18.43462489,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.43462489,15.63744348,-2.884057388,-1.760873947,-20.45381996,-3.517040429,-12.06948755,0,0,0,-0.651536758
Am,5,0.07,Li600Am7P93S500Cl65F35,-7.168086871,-1.174133804,-0.35,0.35,0,-1,-6.105,0.65,0.35,0.93,5,2.21,-1.39E-17,1.39E-17,0,0.07,-18.4493854,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.4493854,15.54830496,-2.60366292,-2.201092434,-20.45381996,-3.517040429,-11.69893311,1.74E-16,-2.63E-16,0,-0.691228379
Am,6,0.07,Li593Am7P93S500Cl58F42,-7.430587049,-1.183214498,-0.42,0.42,0.07,-1,-6.28,0.58,0.42,0.93,5,2.14,-1.39E-17,1.39E-17,0.07,0,-18.44080495,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.44080495,15.99399757,-2.323268452,-2.641310921,-20.45381996,-3.517040429,-11.32837867,1.94E-16,-2.24E-16,-1.601571136,0
Am,2,0.08,Li156Am2P23S125Cl21F4,-7.446590628,-1.178258011,-0.16,0,0,-1,-6.32,0.84,0,0.92,5,2.64,0,0.08,0,0,-18.50053301,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.50053301,16.09587016,-3.36473362,0,-20.23388641,-3.517040429,-13.97519611,0,-0.952137222,0,0
Am,3,0.08,Li154Am2P23S125Cl19F6,-7.353100788,-1.185983998,-0.24,0.24,0,-1,-6.2,0.76,0.24,0.92,5,2.4,0,0,0,0.08,-18.52437271,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.52437271,15.79025237,-3.044282799,-1.509320526,-20.23388641,-3.517040429,-12.70472374,0,0,0,-0.658471966
Am,4,0.08,Li152Am2P23S125Cl17F8,-7.273689099,-1.180793685,-0.32,0.32,0,-1,-6.16,0.68,0.32,0.92,5,2.32,0,0,0,0.08,-18.5509637,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.5509637,15.68837978,-2.723831978,-2.012427368,-20.23388641,-3.517040429,-12.28123295,0,0,0,-0.744613438
Am,5,0.08,Li150Am2P23S125Cl15F10,-7.168554502,-1.171332435,-0.4,0.4,0,-1,-6.12,0.6,0.4,0.92,5,2.24,0,0,0,0.08,-18.56249797,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.56249797,15.58650718,-2.403381157,-2.51553421,-20.23388641,-3.517040429,-11.85774216,0,0,0,-0.78997529
Am,6,0.08,Li148Am2P23S125Cl13F12,-7.487144775,-1.184674806,-0.48,0.48,0.08,-1,-6.32,0.52,0.48,0.92,5,2.16,0,0,0.08,0,-18.53410167,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.53410167,16.09587016,-2.082930336,-3.018641052,-20.23388641,-3.517040429,-11.43425137,0,0,-1.830367012,0
Am,2,0.09,Li627Am9P91S500Cl82F18,-7.485259925,-1.176927661,-0.18,0,0,-1,-6.36,0.82,0,0.91,5,2.72,0,0.09,0,0,-18.60245281,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.60245281,16.19774276,-3.284620914,0,-20.01395287,-3.517040429,-14.3986869,0,-1.071154375,0,0
Am,3,0.09,Li618Am9P91S500Cl73F27,-7.374036255,-1.184584137,-0.27,0.27,0,-1,-6.225,0.73,0.27,0.91,5,2.45,1.39E-17,-1.39E-17,0,0.09,-18.63532007,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.63532007,15.85392275,-2.924113741,-1.697985592,-20.01395287,-3.517040429,-12.96940548,-1.33E-16,2.25E-16,0,-0.740780962
Am,4,0.09,Li609Am9P91S500Cl64F36,-7.279312736,-1.17788232,-0.36,0.36,0,-1,-6.18,0.64,0.36,0.91,5,2.36,0,0,0,0.09,-18.6706203,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.6706203,15.73931608,-2.563606567,-2.263980789,-20.01395287,-3.517040429,-12.49297834,0,0,0,-0.837690117
Am,5,0.09,Li600Am9P91S500Cl55F45,-7.174951364,-1.169511225,-0.45,0.45,0,-1,-6.135,0.55,0.45,0.91,5,2.27,0,0,0,0.09,-18.66968131,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.66968131,15.62470941,-2.203099394,-2.829975986,-20.01395287,-3.517040429,-12.0165512,0,0,0,-0.888722202
Am,6,0.09,Li591Am9P91S500Cl46F54,-7.537563749,-1.185151533,-0.54,0.54,0.09,-1,-6.36,0.46,0.54,0.91,5,2.18,1.39E-17,-1.39E-17,0.09,0,-18.63353714,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.63353714,16.19774276,-1.84259222,-3.395971184,-20.01395287,-3.517040429,-11.54012406,-1.94E-16,2.24E-16,-2.059162889,0
Am,2,0.1,Li63AmP9S50Cl8F2,-7.522294417,-1.175358503,-0.2,0,0,-1,-6.4,0.8,0,0.9,5,2.8,0,0.1,0,0,-18.70600741,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-6.813647747,-11.90171528,-9.36881423,-3.735358715,18.70600741,16.29961535,-3.204508209,0,-19.79401932,-3.517040429,-14.8221777,0,-1.190171528,0,0
Am,3,0.1,Li62AmP9S50Cl7F3,-7.391066635,-1.182570662,-0.3,0.3,0,-1,-6.25,0.7,0.3,0.9,5,2.5,-1.39E-17,1.39E-17,0,0.1,-18.75017252,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-9.618227005,-16.21121216,-12.93425131,-8.230899572,18.75017252,15.91759312,-2.803944683,-1.886650658,-19.79401932,-3.517040429,-13.23408723,1.33E-16,-2.25E-16,0,-0.823089957
Am,4,0.1,Li61AmP9S50Cl6F4,-7.284263002,-1.174881129,-0.4,0.4,0,-1,-6.2,0.6,0.4,0.9,5,2.4,0,0,0,0.1,-18.79095027,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-10.82855463,-19.02587533,-16.24702191,-9.307667971,18.79095027,15.79025237,-2.403381157,-2.51553421,-19.79401932,-3.517040429,-12.70472374,0,0,0,-0.930766797
Am,5,0.1,Li60AmP9S50Cl5F5,-7.183525584,-1.168052941,-0.5,0.5,0,-1,-6.15,0.5,0.5,0.9,5,2.3,0,0,0,0.1,-18.77468729,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-12.56024694,-18.97023439,-19.12260437,-9.874691129,18.77468729,15.66291163,-2.002817631,-3.144417763,-19.79401932,-3.517040429,-12.17536025,0,0,0,-0.987469113
Am,6,0.1,Li59AmP9S50Cl4F6,-7.583250335,-1.184882865,-0.6,0.6,0.1,-1,-6.4,0.4,0.6,0.9,5,2.2,-1.39E-17,1.39E-17,0.1,0,-18.737705,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-13.98837423,-16.11896038,-22.87958765,-8.890557289,18.737705,16.29961535,-1.602254105,-3.773301315,-19.79401932,-3.517040429,-11.64599676,1.94E-16,-2.24E-16,-2.287958765,0
Au,1,0.01,Li604AuP99S500Cl99F,-7.737139746,-1.282044697,-0.01,0.01,0,-1,-6.035,0.99,0.01,0.99,5,2.07,0,0,0,0.01,-17.18172956,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.18172956,15.37002792,-3.965578909,-0.062888355,-21.77342125,-3.517040429,-10.95782423,0,0,0,-0.012144049
Au,3,0.01,Li602AuP99S500Cl97F3,-7.72560183,-1.279073151,-0.03,0.03,0.01,-1,-6.04,0.97,0.03,0.99,5,2.05,0,0,0.01,0,-17.17788739,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.17788739,15.38276199,-3.885466204,-0.188665066,-21.77342125,-3.517040429,-10.85195153,0,0,-0.069706731,0
Au,1,0.02,Li304AuP49S250Cl49F,-7.758575826,-1.278183826,-0.02,0.02,0,-1,-6.07,0.98,0.02,0.98,5,2.14,0,0,0,0.02,-17.2567519,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.2567519,15.45916644,-3.925522556,-0.125776711,-21.5534877,-3.517040429,-11.32837867,0,0,0,-0.024288098
Au,3,0.02,Li302AuP49S250Cl47F3,-7.730109673,-1.271399617,-0.06,0.06,0.02,-1,-6.08,0.94,0.06,0.98,5,2.1,0,0,0.02,0,-17.25445788,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.25445788,15.48463459,-3.765297146,-0.377330132,-21.5534877,-3.517040429,-11.11663327,0,0,-0.139413463,0
Au,1,0.03,Li612Au3P97S500Cl97F3,-7.779794078,-1.274331544,-0.03,0.03,0,-1,-6.105,0.97,0.03,0.97,5,2.21,0,0,0,0.03,-17.33199207,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.33199207,15.54830496,-3.885466204,-0.188665066,-21.33355415,-3.517040429,-11.69893311,0,0,0,-0.036432147
Au,3,0.03,Li606Au3P97S500Cl91F9,-7.730680377,-1.263183068,-0.09,0.09,0.03,-1,-6.12,0.91,0.09,0.97,5,2.15,0,0,0.03,0,-17.33496552,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.33496552,15.58650718,-3.645128088,-0.565995197,-21.33355415,-3.517040429,-11.38131502,0,0,-0.209120194,0
Au,1,0.04,Li154AuP24S125Cl24F,-7.800533337,-1.270445169,-0.04,0.04,0,-1,-6.14,0.96,0.04,0.96,5,2.28,0,0,0,0.04,-17.40771124,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.40771124,15.63744348,-3.845409851,-0.251553421,-21.11362061,-3.517040429,-12.06948755,0,0,0,-0.048576196
Au,3,0.04,Li152AuP24S125Cl22F3,-7.728065275,-1.254556051,-0.12,0.12,0.04,-1,-6.16,0.88,0.12,0.96,5,2.2,0,0,0.04,0,-17.41865896,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.41865896,15.68837978,-3.52495903,-0.754660263,-21.11362061,-3.517040429,-11.64599676,0,0,-0.278826926,0
Au,1,0.05,Li124AuP19S100Cl19F,-7.820471052,-1.266473045,-0.05,0.05,0,-1,-6.175,0.95,0.05,0.95,5,2.35,0,0,0,0.05,-17.48423195,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.48423195,15.726582,-3.805353498,-0.314441776,-20.89368706,-3.517040429,-12.440042,0,0,0,-0.060720246
Au,3,0.05,Li122AuP19S100Cl17F3,-7.722918894,-1.24563208,-0.15,0.15,0.05,-1,-6.2,0.85,0.15,0.95,5,2.25,-6.94E-18,6.94E-18,0.05,0,-17.50488368,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.50488368,15.79025237,-3.404789972,-0.943325329,-20.89368706,-3.517040429,-11.91067851,8.84E-18,-3.01E-17,-0.348533657,0
Au,1,0.06,Li312Au3P47S250Cl47F3,-7.839318678,-1.262370158,-0.06,0.06,0,-1,-6.21,0.94,0.06,0.94,5,2.42,0,0,0,0.06,-17.56184275,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.56184275,15.81572052,-3.765297146,-0.377330132,-20.67375351,-3.517040429,-12.81059644,0,0,0,-0.072864295
Au,3,0.06,Li306Au3P47S250Cl41F9,-7.716337773,-1.236592592,-0.18,0.18,0.06,-1,-6.24,0.82,0.18,0.94,5,2.3,0,0,0.06,0,-17.59254314,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.59254314,15.89212497,-3.284620914,-1.131990395,-20.67375351,-3.517040429,-12.17536025,0,0,-0.418240389,0
Au,1,0.07,Li628Au7P93S500Cl93F7,-7.856921989,-1.258114009,-0.07,0.07,0,-1,-6.245,0.93,0.07,0.93,5,2.49,0,0,0,0.07,-17.64069786,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.64069786,15.90485904,-3.725240793,-0.440218487,-20.45381996,-3.517040429,-13.18115088,0,0,0,-0.085008344
Au,3,0.07,Li614Au7P93S500Cl79F21,-7.709790173,-1.227673594,-0.21,0.21,0.07,-1,-6.28,0.79,0.21,0.93,5,2.35,-1.39E-17,1.39E-17,0.07,0,-17.68016908,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.68016908,15.99399757,-3.164451857,-1.32065546,-20.45381996,-3.517040429,-12.440042,1.77E-17,-6.02E-17,-0.48794712,0
Au,1,0.08,Li158Au2P23S125Cl23F2,-7.873488622,-1.253740227,-0.08,0.08,0,-1,-6.28,0.92,0.08,0.92,5,2.56,0,0,0,0.08,-17.72058965,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.72058965,15.99399757,-3.685184441,-0.503106842,-20.23388641,-3.517040429,-13.55170532,0,0,0,-0.097152393
Au,3,0.08,Li154Au2P23S125Cl19F6,-7.704555663,-1.219075263,-0.24,0.24,0.08,-1,-6.32,0.76,0.24,0.92,5,2.4,0,0,0.08,0,-17.76648193,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.76648193,16.09587016,-3.044282799,-1.509320526,-20.23388641,-3.517040429,-12.70472374,0,0,-0.557653852,0
Au,1,0.09,Li636Au9P91S500Cl91F9,-7.889611063,-1.249344586,-0.09,0.09,0,-1,-6.315,0.91,0.09,0.91,5,2.63,0,0,0,0.09,-17.80092564,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.80092564,16.08313609,-3.645128088,-0.565995197,-20.01395287,-3.517040429,-13.92225976,0,0,0,-0.109296442
Au,3,0.09,Li618Au9P91S500Cl73F27,-7.701117142,-1.210867475,-0.27,0.27,0.09,-1,-6.36,0.73,0.27,0.91,5,2.45,1.39E-17,-1.39E-17,0.09,0,-17.8509988,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.8509988,16.19774276,-2.924113741,-1.697985592,-20.01395287,-3.517040429,-12.96940548,-1.77E-17,6.02E-17,-0.627360583,0
Au,1,0.1,Li64AuP9S50Cl9F,-7.905665349,-1.244986669,-0.1,0.1,0,-1,-6.35,0.9,0.1,0.9,5,2.7,0,0,0,0.1,-17.88132977,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-0.499446034,-2.055683613,-2.557280302,-1.214404911,17.88132977,16.17227461,-3.605071735,-0.628883553,-19.79401932,-3.517040429,-14.29281421,0,0,0,-0.121440491
Au,3,0.1,Li62AuP9S50Cl7F3,-7.699036715,-1.202974487,-0.3,0.3,0.1,-1,-6.4,0.7,0.3,0.9,5,2.5,-1.39E-17,1.39E-17,0.1,0,-17.93415756,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-1.2741431,-4.34026432,-6.970673144,-1.08438246,17.93415756,16.29961535,-2.803944683,-1.886650658,-19.79401932,-3.517040429,-13.23408723,1.77E-17,-6.02E-17,-0.697067314,0
Ba,2,0.01,Li603BaP99S500Cl98F2,-7.079505237,-1.172103516,-0.04,0.02,0,-1,-6.04,0.96,0.02,0.99,5,2.08,0.01,0,0,0,-17.89904258,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,17.89904258,15.38276199,-3.845409851,-0.125776711,-21.77342125,-3.517040429,-11.01076057,-0.088900988,0,0,0
Ba,2,0.02,Li303BaP49S250Cl48F2,-7.143741552,-1.174957492,-0.08,0.04,0,-1,-6.08,0.92,0.04,0.98,5,2.16,0.02,0,0,0,-17.9909432,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,17.9909432,15.48463459,-3.685184441,-0.251553421,-21.5534877,-3.517040429,-11.43425137,-0.177801976,0,0,0
Ba,2,0.03,Li609Ba3P97S500Cl94F6,-7.207682569,-1.17772591,-0.12,0.06,0,-1,-6.12,0.88,0.06,0.97,5,2.24,0.03,0,0,0,-18.08313911,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.08313911,15.58650718,-3.52495903,-0.377330132,-21.33355415,-3.517040429,-11.85774216,-0.266702964,0,0,0
Ba,2,0.04,Li153BaP24S125Cl23F2,-7.271019746,-1.180360348,-0.16,0.08,0,-1,-6.16,0.84,0.08,0.96,5,2.32,0.04,0,0,0,-18.17593887,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.17593887,15.68837978,-3.36473362,-0.503106842,-21.11362061,-3.517040429,-12.28123295,-0.355603952,0,0,0
Ba,2,0.05,Li123BaP19S100Cl18F2,-7.333231663,-1.1827793,-0.2,0.1,0,-1,-6.2,0.8,0.1,0.95,5,2.4,0.05,0,0,0,-18.26986389,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.26986389,15.79025237,-3.204508209,-0.628883553,-20.89368706,-3.517040429,-12.70472374,-0.444504941,0,0,0
Ba,2,0.06,Li309Ba3P47S250Cl44F6,-7.39377017,-1.184899066,-0.24,0.12,0,-1,-6.24,0.76,0.12,0.94,5,2.48,0.06,0,0,0,-18.36546232,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.36546232,15.89212497,-3.044282799,-0.754660263,-20.67375351,-3.517040429,-13.12821453,-0.533405929,0,0,0
Ba,2,0.07,Li621Ba7P93S500Cl86F14,-7.45222391,-1.186659858,-0.28,0.14,0,-1,-6.28,0.72,0.14,0.93,5,2.56,0.07,0,0,0,-18.46314552,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.46314552,15.99399757,-2.884057388,-0.880436974,-20.45381996,-3.517040429,-13.55170532,-0.622306917,0,0,0
Ba,2,0.08,Li156Ba2P23S125Cl21F4,-7.508427252,-1.188042287,-0.32,0.16,0,-1,-6.32,0.68,0.16,0.92,5,2.64,0.08,0,0,0,-18.56307911,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.56307911,16.09587016,-2.723831978,-1.006213684,-20.23388641,-3.517040429,-13.97519611,-0.711207905,0,0,0
Ba,2,0.09,Li627Ba9P91S500Cl82F18,-7.562535889,-1.18907797,-0.36,0.18,0,-1,-6.36,0.64,0.18,0.91,5,2.72,0.09,0,0,0,-18.66510741,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.66510741,16.19774276,-2.563606567,-1.131990395,-20.01395287,-3.517040429,-14.3986869,-0.800108893,0,0,0
Ba,2,0.1,Li63BaP9S50Cl8F2,-7.614979747,-1.189840585,-0.4,0.2,0,-1,-6.4,0.6,0.2,0.9,5,2.8,0.1,0,0,0,-18.76880049,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-8.89009881,-12.55147362,-9.585937858,-5.590439796,18.76880049,16.29961535,-2.403381157,-1.257767105,-19.79401932,-3.517040429,-14.8221777,-0.889009881,0,0,0
Be,2,0.01,Li603BeP99S500Cl98F2,-7.396908161,-1.226684604,-0.02,0.02,0,-1,-6.03,0.98,0.02,0.99,5,2.06,0,0,0,0.01,-17.55433645,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,17.55433645,15.35729384,-3.925522556,-0.125776711,-21.77342125,-3.517040429,-10.90488788,0,0,0,-0.061889629
Be,2,0.02,Li303BeP49S250Cl48F2,-7.435952033,-1.227054791,-0.04,0.04,0,-1,-6.06,0.96,0.04,0.98,5,2.12,0,0,0,0.02,-17.64412631,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,17.64412631,15.43369829,-3.845409851,-0.251553421,-21.5534877,-3.517040429,-11.22250597,0,0,0,-0.123779259
Be,2,0.03,Li609Be3P97S500Cl94F6,-7.474642679,-1.22736333,-0.06,0.06,0,-1,-6.09,0.94,0.06,0.97,5,2.18,0,0,0,0.03,-17.7342694,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,17.7342694,15.51010274,-3.765297146,-0.377330132,-21.33355415,-3.517040429,-11.54012406,0,0,0,-0.185668888
Be,2,0.04,Li153BeP24S125Cl23F2,-7.512588224,-1.227547095,-0.08,0.08,0,-1,-6.12,0.92,0.08,0.96,5,2.24,0,0,0,0.04,-17.82515759,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,17.82515759,15.58650718,-3.685184441,-0.503106842,-21.11362061,-3.517040429,-11.85774216,0,0,0,-0.247558517
Be,2,0.05,Li123BeP19S100Cl18F2,-7.549460624,-1.227554573,-0.1,0.1,0,-1,-6.15,0.9,0.1,0.95,5,2.3,0,0,0,0.05,-17.91711892,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,17.91711892,15.66291163,-3.605071735,-0.628883553,-20.89368706,-3.517040429,-12.17536025,0,0,0,-0.309448147
Be,2,0.06,Li309Be3P47S250Cl44F6,-7.585164548,-1.227372904,-0.12,0.12,0,-1,-6.18,0.88,0.12,0.94,5,2.36,0,0,0,0.06,-18.01024873,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,18.01024873,15.73931608,-3.52495903,-0.754660263,-20.67375351,-3.517040429,-12.49297834,0,0,0,-0.371337776
Be,2,0.07,Li621Be7P93S500Cl86F14,-7.619808571,-1.227022314,-0.14,0.14,0,-1,-6.21,0.86,0.14,0.93,5,2.42,0,0,0,0.07,-18.10443844,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,18.10443844,15.81572052,-3.444846325,-0.880436974,-20.45381996,-3.517040429,-12.81059644,0,0,0,-0.433227406
Be,2,0.08,Li156Be2P23S125Cl21F4,-7.653623841,-1.226542282,-0.16,0.16,0,-1,-6.24,0.84,0.16,0.92,5,2.48,0,0,0,0.08,-18.1994569,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,18.1994569,15.89212497,-3.36473362,-1.006213684,-20.23388641,-3.517040429,-13.12821453,0,0,0,-0.495117035
Be,2,0.09,Li627Be9P91S500Cl82F18,-7.686823088,-1.225968595,-0.18,0.18,0,-1,-6.27,0.82,0.18,0.91,5,2.54,0,0,0,0.09,-18.29509139,-2.546814899,-4.005635262,-6.288835526,-21.9933548,-0.703408086,-5.293634892,-5.449089289,-10.61675835,-9.603909254,-6.188962936,18.29509139,15.96852942,-3.284620914,-1.131990395,-20.01395287,-3.517040429,-13.44583262,0,0,0,-0.557006664
